step,loss,wall_time
25,5488.780762,68.3
50,431.460632,86.7
75,4934.170410,104.8
100,371.108093,123.1
125,24231.214844,141.2
150,956.600098,159.3
175,18494.314453,177.5
200,875.692444,195.6
225,13077.958008,213.7
250,22073.439453,231.9
275,917.603760,250.0
300,474.942200,268.1
325,772.031799,286.2
350,391.810028,304.3
375,9763.527344,322.4
400,672.051636,340.5
425,7187.011230,358.6
450,1673.841553,376.7
475,261.800690,394.8
500,4389.382324,413.0
525,3023.667969,431.1
550,2267.674072,449.2
575,1924.836182,467.4
600,2394.398926,485.4
625,1058.005859,503.5
650,44.799629,521.7
675,9748.119141,539.8
700,37335.578125,557.8
725,482.992188,576.0
750,294.263580,594.1
775,21262.263672,612.2
800,490.149780,630.4
825,1058.750000,648.7
850,2179.335205,667.0
875,715.320801,685.4
900,30081.537109,703.5
925,147.029022,721.6
950,209.658264,739.6
975,50.058735,757.8
1000,320.442474,775.9
1025,1534.054321,793.9
1050,79022.601562,812.0
1075,68.658211,830.1
1100,1890.481689,848.1
1125,770.844727,866.3
1150,103.291855,884.3
1175,25339.232422,902.4
1200,247.889114,920.5
1225,1712.888794,938.6
1250,233.226700,956.7
1275,1128.871826,974.8
1300,166.617111,992.9
1325,41479.539062,1011.0
1350,1214.246094,1029.2
1375,1570.607544,1047.2
1400,309.902405,1065.3
1425,272.358521,1083.3
1450,40886.425781,1101.4
1475,49280.609375,1119.5
1500,33.437359,1137.5
1525,1376.625366,1155.6
1550,522.155579,1173.6
1575,840.388550,1191.7
1600,6228.491699,1209.8
1625,55849.585938,1227.9
1650,1141.038818,1245.9
1675,76.873497,1264.1
1700,65.662025,1282.1
1725,24686.933594,1300.1
1750,1944.522461,1318.2
1775,1139.527344,1336.2
1800,2510.422119,1354.3
1825,105.280663,1372.4
1850,337.149261,1390.4
1875,777.210876,1408.5
1900,1164.445312,1426.5
1925,11440.490234,1444.6
1950,442.525604,1462.6
1975,756.346497,1480.6
2000,829.056824,1498.8
2025,5196.857422,1516.8
2050,24553.289062,1534.8
2075,732.205322,1552.9
2100,885.550354,1571.0
2125,4221.488770,1589.0
2150,1253.919067,1607.1
2175,7216.562012,1625.1
2200,183.784576,1643.1
2225,52590.128906,1661.2
2250,106.542976,1679.2
2275,447.349762,1697.2
2300,1248.203003,1715.3
2325,123.489464,1733.4
2350,806.232239,1751.4
2375,1946.739624,1769.4
2400,222.732361,1787.6
2425,122.514137,1805.7
2450,11796.144531,1823.6
2475,552.918945,1841.7
2500,546.008606,1859.7
2525,194.744812,1877.7
2550,9526.544922,1895.8
2575,138.982101,1913.8
2600,119.339706,1931.8
2625,174.153671,1949.9
2650,8673.753906,1967.9
2675,170.845337,1986.0
2700,1048.830078,2004.1
2725,128.898819,2022.2
2750,99.433044,2040.3
2775,254.972610,2058.4
2800,3690.143799,2076.4
2825,772.941345,2094.4
2850,4768.261230,2112.4
2875,516.126038,2130.6
2900,954.676636,2148.6
2925,3080.564941,2166.6
2950,5187.476562,2184.7
2975,133.777939,2202.8
3000,114.220062,2220.8
3025,953.998169,2238.8
3050,171.828201,2256.8
3075,670.916138,2274.8
3100,203.445709,2293.0
3125,472.131714,2311.0
3150,812.840271,2329.0
3175,10391.652344,2347.1
3200,278.325592,2365.1
3225,269.383514,2383.1
3250,7112.209961,2401.3
3275,1109.096069,2419.3
3300,181.702957,2437.4
3325,10899.842773,2455.4
3350,393.309631,2473.5
3375,298.569794,2491.5
3400,2899.416992,2509.5
3425,15236.945312,2527.7
3450,37689.484375,2545.7
3475,269.570374,2563.7
3500,329.372589,2581.8
3525,1009.476013,2599.9
3550,6232.319824,2617.9
3575,312.509644,2636.0
3600,259.586151,2654.1
3625,1065.136963,2672.1
3650,2044.373657,2690.3
3675,165.463715,2708.3
3700,10116.362305,2726.3
3725,1203.891479,2744.4
3750,4482.630859,2762.5
3775,256.212158,2780.5
3800,4902.025391,2798.5
3825,592.978455,2816.7
3850,21954.359375,2834.7
3875,48.042965,2852.7
3900,135.067566,2870.9
3925,801.782654,2888.9
3950,101.234535,2906.9
3975,8783.310547,2925.0
4000,117.458763,2943.0
4025,117.735558,2961.0
4050,123.342827,2979.1
4075,1211.051147,2997.2
4100,537.004028,3015.3
4125,7237.121582,3033.4
4150,9566.168945,3051.4
4175,261.373444,3069.4
4200,671.325134,3087.5
4225,49.980553,3105.6
4250,743.343018,3124.0
4275,1292.712891,3142.3
4300,974.986328,3160.4
4325,3686.891602,3178.4
4350,2244.846191,3196.4
4375,12022.271484,3214.6
4400,239.882248,3232.6
4425,51.028271,3250.6
4450,28308.748047,3268.7
4475,762.959961,3286.7
4500,324.206604,3304.6
4525,359.370789,3322.8
4550,41.802490,3340.8
4575,118.920433,3358.8
4600,2121.676270,3377.0
4625,529.639893,3395.0
4650,605.459534,3413.0
4675,140.750992,3431.2
4700,1530.499756,3449.2
4725,3632.492920,3467.1
4750,141.552109,3485.1
4775,74.335472,3503.1
4800,2537.076904,3521.2
4825,591.314636,3539.1
4850,50.766823,3557.3
4875,387.972382,3575.3
4900,100.182121,3593.2
4925,4685.642090,3611.3
4950,4601.842773,3629.2
4975,137.636078,3647.2
5000,333.323792,3665.3
5025,210.114426,3691.9
5050,431.653229,3709.9
5075,326.707245,3727.9
5100,1063.687988,3745.9
5125,502.894409,3763.9
5150,392.418640,3782.0
5175,3515.596680,3799.9
5200,237.795029,3817.9
5225,1890.365479,3835.8
5250,804.324951,3853.9
5275,19983.119141,3871.9
5300,210.588196,3889.9
5325,1559.350464,3907.9
5350,2246.865723,3925.9
5375,289.803955,3943.9
5400,1259.362427,3962.0
5425,1657.188110,3979.9
5450,318.011597,3997.9
5475,393.274719,4015.9
5500,1349.677246,4033.9
5525,127.129593,4051.9
5550,2714.156494,4069.9
5575,787.324585,4087.9
5600,370.087524,4105.9
5625,543.715088,4123.9
5650,100.371552,4141.8
5675,197.013626,4159.8
5700,1621.734863,4177.7
5725,45.953419,4195.8
5750,171.002594,4213.8
5775,7864.818359,4231.8
5800,4366.667969,4249.8
5825,583.615601,4267.8
5850,3965.199707,4285.8
5875,124.066536,4303.8
5900,2043.072021,4321.8
5925,872.503174,4339.8
5950,2059.660400,4357.8
5975,347.754791,4375.8
6000,3167.213135,4393.8
6025,689.926025,4411.8
6050,585.371338,4429.8
6075,598.649963,4447.8
6100,429.021912,4465.8
6125,517.575867,4483.8
6150,11910.187500,4501.7
6175,1465.918579,4519.7
6200,471.374084,4537.8
6225,1328.396729,4555.8
6250,455.342560,4573.8
6275,316.056976,4591.8
6300,678.339478,4609.8
6325,431.181335,4627.8
6350,564.060974,4646.2
6375,3097.646240,4664.1
6400,1719.114746,4682.0
6425,276.313934,4700.0
6450,33367.515625,4718.0
6475,516.541260,4736.0
6500,12495.589844,4754.1
6525,1758.287598,4772.1
6550,1455.072754,4790.1
6575,4898.024902,4808.1
6600,17941.275391,4826.1
6625,1169.517822,4844.1
6650,343.210632,4862.0
6675,175.087601,4880.1
6700,232.668457,4898.1
6725,294.863312,4916.0
6750,9018.655273,4934.1
6775,464.764771,4952.0
6800,36718.265625,4970.0
6825,785.652527,4988.1
6850,4488.647949,5006.0
6875,58553.046875,5024.1
6900,1141.943970,5042.2
6925,639.557312,5060.2
6950,1079.924316,5078.2
6975,13201.113281,5096.3
7000,1590.685547,5114.3
7025,7575.105957,5132.3
7050,366.304596,5150.3
7075,8996.017578,5168.4
7100,526.139526,5186.3
7125,52009.027344,5204.3
7150,3248.635010,5222.3
7175,337.200928,5240.3
7200,305.650238,5258.2
7225,98.163383,5276.3
7250,1220.650879,5294.3
7275,75703.734375,5312.3
7300,65.256729,5330.4
7325,64.676949,5348.4
7350,9323.355469,5366.4
7375,424.959991,5384.4
7400,430.157288,5402.4
7425,476.308563,5420.4
7450,3589.871582,5438.4
7475,48.793365,5456.4
7500,254.542480,5474.4
7525,7825.042969,5492.4
7550,12748.141602,5510.3
7575,194.983826,5528.3
7600,222.075256,5546.3
7625,383.739166,5564.4
7650,14805.625977,5582.4
7675,1349.032715,5600.8
7700,341.044708,5618.8
7725,653.178040,5636.7
7750,23286.455078,5654.6
7775,934.590576,5672.6
7800,2735.003662,5690.5
7825,463.472809,5708.5
7850,506.225922,5726.5
7875,311.577576,5744.4
7900,437.498810,5762.4
7925,654.861511,5780.3
